,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,QBR_SACK,PEN,RAW,OVERALL,OFFENSE,DEFENSE,SPECIAL,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,TOTAL_SACKS,RTG,RATT,RYDS,RAVG,RLNG,RTD,AGE,DRAFTED
951,Jalen Whitlow,SEC,2012.0,46.8,-13.5,247.0,-1.3,-1.4,9.9,-9.9,0.1,36.2,32.4,37.9,32.5,54.0,87.0,161.0,54.0,801.0,5.0,61.0,3.0,2.0,16.0,99.5,,,,,,0.0,
952,Jacob Karam,American,2012.0,46.0,9.7,401.0,23.8,25.7,11.7,-13.8,0.2,56.2,29.7,20.8,42.4,61.5,176.0,274.0,64.2,1895.0,6.9,63.0,14.0,3.0,23.0,137.0,,,,,,0.0,
953,Andrew Maxwell,BIG10,2012.0,45.6,-23.2,517.0,1.6,18.7,-2.8,-17.0,2.4,38.6,60.1,35.8,81.9,45.7,234.0,446.0,52.5,2606.0,5.8,48.0,13.0,9.0,21.0,107.1,,,,,,0.0,
954,Garrett Gilbert,American,2012.0,44.5,-13.9,635.0,12.0,-2.6,34.2,-19.3,-0.2,44.3,51.1,29.5,69.7,55.6,268.0,506.0,53.0,2932.0,5.8,70.0,15.0,15.0,33.0,105.5,94.0,346.0,3.7,74.0,8.0,0.0,1.0
955,Alex Carder,MAC,2012.0,42.9,-8.8,311.0,5.5,14.5,-2.3,-7.7,1.0,42.7,33.9,39.9,37.9,37.2,145.0,248.0,58.5,1652.0,6.7,43.0,13.0,10.0,10.0,123.7,,,,,,2012.0,
956,James Vandenberg,BIG10,2012.0,42.8,-21.5,489.0,1.7,5.0,6.9,-12.4,2.4,38.8,43.4,33.4,55.7,50.6,223.0,389.0,57.3,2249.0,5.8,51.0,7.0,8.0,22.0,107.7,,,,,,0.0,
957,Zach Maynard,PAC-12,2012.0,42.4,-29.0,420.0,-7.6,18.7,-1.7,-24.9,0.2,32.8,46.8,39.5,54.3,51.6,180.0,296.0,60.8,2214.0,7.5,69.0,12.0,10.0,39.0,130.3,,,,,,0.0,
958,Matt Schilz,MAC,2012.0,40.8,-14.3,507.0,8.7,13.0,3.5,-9.1,1.2,42.7,46.3,35.2,64.0,38.4,228.0,413.0,55.2,2585.0,6.3,81.0,14.0,12.0,13.0,113.2,,,,,,0.0,
959,Steele Jantz,BIG12,2012.0,40.6,-18.8,384.0,-0.3,17.1,-12.1,-7.0,1.7,37.6,59.3,44.4,65.7,60.9,167.0,269.0,62.1,1603.0,6.0,43.0,13.0,12.0,15.0,119.2,,,,,,0.0,
960,Derek Thompson,C-USA,2012.0,40.2,-7.3,442.0,10.7,18.0,-7.2,-3.6,3.4,45.7,27.8,30.2,37.8,35.9,214.0,372.0,57.5,2629.0,7.1,80.0,14.0,14.0,6.0,121.8,,,,,,0.0,
961,Chase Rettig,ACC,2012.0,40.2,-34.5,563.0,-6.1,19.5,-8.3,-22.3,4.9,34.6,35.5,27.4,43.9,63.3,253.0,467.0,54.2,3055.0,6.5,52.0,17.0,13.0,36.0,115.6,,,,,,0.0,
962,Nick Sherry,MTN-WEST,2012.0,40.1,-9.6,503.0,11.0,16.1,3.4,-13.3,4.7,45.1,22.6,28.9,26.1,49.4,226.0,426.0,53.1,2544.0,6.0,75.0,16.0,17.0,22.0,107.6,,,,,,0.0,
964,Spencer Keith,MAC,2012.0,38.3,-11.7,440.0,8.0,12.5,3.5,-10.6,2.7,43.2,60.4,46.4,60.2,75.9,183.0,333.0,55.0,2021.0,6.1,60.0,12.0,10.0,17.0,111.8,,,,,,0.0,
965,Tanner Price,ACC,2012.0,37.3,-27.6,515.0,-2.2,15.4,-1.0,-16.6,-0.1,36.4,31.1,29.4,41.5,42.9,228.0,410.0,55.6,2300.0,5.6,73.0,12.0,7.0,25.0,109.0,,,,,,0.0,
966,Connor Halliday,PAC-12,2012.0,35.7,-23.5,341.0,-5.0,9.6,-2.8,-11.6,-0.2,32.8,31.7,32.4,43.0,32.9,152.0,291.0,52.2,1878.0,6.5,81.0,15.0,13.0,22.0,114.5,,,,,,0.0,
967,Chandler Whitmer,INDEP,2012.0,34.7,-31.2,461.0,-7.8,23.2,-9.1,-24.8,2.8,33.1,45.1,22.6,70.5,50.8,208.0,361.0,57.6,2659.0,7.4,74.0,9.0,16.0,33.0,118.9,,,,,,0.0,
968,Nick Lamaison,C-USA,2012.0,33.1,-28.0,346.0,-9.4,2.4,-3.0,-11.5,2.6,30.1,26.3,26.6,28.1,69.7,126.0,252.0,50.0,1686.0,6.7,65.0,12.0,9.0,21.0,114.8,,,,,,0.0,
969,Austin Brown,C-USA,2012.0,32.6,-26.6,452.0,-3.8,22.7,-4.9,-23.0,1.4,35.1,23.2,29.3,24.2,57.2,205.0,355.0,57.7,2648.0,7.5,75.0,15.0,12.0,36.0,127.6,,,,,,2012.0,
970,Corbin Berkstresser,SEC,2012.0,32.0,-31.5,240.0,-14.6,-4.2,-3.8,-7.0,0.4,20.4,57.9,36.6,71.5,59.6,88.0,177.0,49.7,1059.0,6.0,85.0,5.0,7.0,9.0,101.4,,,,,,0.0,
971,Jordan Webb,PAC-12,2012.0,31.9,-31.4,349.0,-11.6,0.8,4.7,-22.0,5.0,28.2,12.9,22.5,15.9,39.0,144.0,265.0,54.3,1434.0,5.4,70.0,8.0,8.0,38.0,103.7,,,,,,0.0,
972,Ross Metheny,SUN-BELT,2012.0,30.2,-20.8,474.0,1.6,11.1,1.3,-16.1,5.4,38.8,15.7,15.7,31.4,34.6,189.0,345.0,54.8,2148.0,6.2,75.0,12.0,12.0,25.0,111.6,,,,,,2012.0,
973,Mike Wegzyn,INDEP,2012.0,29.8,-37.3,491.0,-10.7,4.0,1.0,-15.4,-0.2,31.2,10.8,11.5,21.7,50.2,182.0,346.0,52.6,1825.0,5.3,56.0,6.0,10.0,27.0,96.9,,,,,,23.0,
974,Nathan Scheelhaase,BIG10,2012.0,28.6,-41.3,397.0,-18.1,-0.9,-4.3,-13.6,0.7,25.3,23.4,18.0,43.7,38.4,149.0,246.0,60.6,1361.0,5.5,64.0,4.0,8.0,22.0,105.9,125.0,303.0,2.4,29.0,4.0,2012.0,
975,Perry Hills,BIG10,2012.0,27.7,-22.6,257.0,-9.9,14.7,-5.5,-19.7,0.6,28.6,39.0,20.8,63.4,49.3,97.0,169.0,57.4,1336.0,7.9,63.0,8.0,7.0,25.0,131.1,,,,,,2012.0,
976,Andrew Manley,INDEP,2012.0,26.9,-31.6,490.0,-5.7,16.5,-4.1,-18.8,0.8,33.9,7.9,14.3,14.5,31.6,207.0,384.0,53.9,2764.0,7.2,84.0,18.0,11.0,39.0,124.1,,,,,,18.0,
977,Dayne Crist,BIG12,2012.0,25.3,-32.7,262.0,-16.9,-3.0,-3.2,-11.2,0.5,21.5,37.8,40.0,46.3,31.6,103.0,216.0,47.7,1313.0,6.1,43.0,4.0,9.0,16.0,96.5,,,,,,19.0,
978,Anthony Alford,C-USA,2012.0,24.1,-22.2,255.0,-7.5,-6.6,4.8,-6.9,1.2,28.8,15.9,17.1,26.4,44.0,57.0,127.0,44.9,664.0,5.2,56.0,2.0,4.0,15.0,87.7,105.0,329.0,3.1,23.0,6.0,22.0,
979,Sean Schroeder,MTN-WEST,2012.0,22.0,-45.1,438.0,-16.0,2.5,-4.2,-15.4,1.3,25.5,15.5,12.3,30.0,57.7,176.0,345.0,51.0,1889.0,5.5,51.0,11.0,12.0,35.0,100.6,,,,,,21.0,
980,Jameis Winston,ACC,2013.0,90.2,94.3,515.0,84.7,88.6,8.4,-13.8,1.4,87.0,96.1,93.5,89.2,61.4,257.0,384.0,66.9,4057.0,10.6,94.0,40.0,10.0,27.0,184.8,,,,,,0.0,1.0
981,Marcus Mariota,PAC-12,2013.0,89.4,83.2,517.0,82.0,66.5,31.6,-13.8,-2.1,84.2,85.8,87.7,71.3,50.1,245.0,386.0,63.5,3665.0,9.5,75.0,31.0,4.0,18.0,167.7,96.0,715.0,7.4,71.0,9.0,21.0,1.0
982,Aaron Murray,SEC,2013.0,88.1,59.1,443.0,70.8,64.4,14.7,-10.9,2.8,80.0,71.2,79.6,51.8,53.6,225.0,347.0,64.8,3075.0,8.9,98.0,26.0,9.0,13.0,158.8,,,,,,20.0,1.0
983,Bryce Petty,BIG12,2013.0,86.8,73.5,550.0,73.4,71.5,12.2,-10.5,0.1,80.0,87.0,87.9,77.8,36.8,250.0,403.0,62.0,4200.0,10.4,93.0,32.0,3.0,17.0,174.3,,,,,,22.0,1.0
984,Zach Mettenberger,SEC,2013.0,86.8,51.7,375.0,60.2,77.1,-4.4,-14.1,1.6,80.7,80.3,85.2,62.4,52.1,192.0,296.0,64.9,3082.0,10.4,63.0,22.0,8.0,21.0,171.4,,,,,,2013.0,1.0
985,Johnny Manziel,SEC,2013.0,86.7,85.9,617.0,96.7,79.0,29.5,-11.8,-0.1,81.0,72.1,87.7,40.4,52.9,300.0,429.0,69.9,4114.0,9.6,95.0,37.0,13.0,19.0,172.9,144.0,759.0,5.3,49.0,9.0,20.0,1.0
986,Dak Prescott,SEC,2013.0,86.5,59.3,430.0,64.0,24.5,45.0,-4.8,-0.7,80.7,65.0,60.4,69.7,32.6,156.0,267.0,58.4,1940.0,7.3,65.0,10.0,7.0,8.0,126.6,134.0,829.0,6.2,75.0,13.0,21.0,1.0
987,Connor Shaw,SEC,2013.0,84.5,51.6,463.0,64.9,60.0,13.5,-11.5,2.8,76.1,82.4,81.7,73.5,43.2,180.0,284.0,63.4,2447.0,8.6,76.0,24.0,1.0,20.0,162.9,154.0,558.0,3.6,31.0,6.0,21.0,
988,Clint Chelf,BIG12,2013.0,84.2,37.1,377.0,42.9,24.1,18.9,-4.3,4.3,73.6,82.3,69.9,84.5,45.9,164.0,291.0,56.4,2169.0,7.5,56.0,17.0,8.0,9.0,132.8,,,,,,21.0,
989,Brett Hundley,PAC-12,2013.0,84.1,62.2,580.0,76.5,53.2,43.5,-20.0,0.0,75.3,79.6,77.3,69.8,59.3,248.0,369.0,67.2,3071.0,8.3,76.0,24.0,9.0,35.0,153.7,160.0,748.0,4.7,86.0,11.0,0.0,1.0
990,Teddy Bridgewater,ACC,2013.0,84.0,86.9,526.0,87.5,95.6,9.8,-17.3,-0.5,84.8,81.4,73.5,80.8,45.4,303.0,427.0,71.0,3970.0,9.3,69.0,31.0,4.0,23.0,171.1,,,,,,21.0,1.0
991,Nick Marshall,SEC,2013.0,83.4,39.3,430.0,52.1,23.7,40.9,-12.0,-0.5,72.1,82.3,83.5,66.8,63.8,142.0,239.0,59.4,1976.0,8.3,88.0,14.0,6.0,18.0,143.2,172.0,1068.0,6.2,62.0,12.0,18.0,
992,Braxton Miller,BIG10,2013.0,83.1,46.5,446.0,56.2,37.2,32.6,-13.9,0.4,74.7,84.3,89.4,58.7,69.1,162.0,255.0,63.5,2094.0,8.2,58.0,24.0,7.0,21.0,158.1,171.0,1068.0,6.2,70.0,12.0,21.0,1.0
993,AJ McCarron,SEC,2013.0,82.5,43.2,404.0,50.4,56.7,2.2,-8.7,0.3,75.2,92.0,85.7,85.9,65.6,226.0,336.0,67.3,3063.0,9.1,99.0,28.0,7.0,17.0,167.2,,,,,,0.0,1.0
994,Kevin Hogan,PAC-12,2013.0,82.1,37.8,409.0,49.4,42.1,16.5,-10.5,1.3,72.3,85.4,77.8,79.4,63.8,180.0,295.0,61.0,2630.0,8.9,78.0,20.0,10.0,14.0,151.5,,,,,,24.0,1.0
995,Davis Webb,BIG12,2013.0,80.4,30.5,413.0,41.5,50.5,-5.9,-4.3,1.3,68.3,62.2,66.3,57.8,34.4,226.0,361.0,62.6,2718.0,7.5,51.0,20.0,9.0,7.0,139.1,,,,,,23.0,1.0
996,Blake Bortles,American,2013.0,79.6,55.9,504.0,71.4,65.3,16.8,-14.4,3.8,76.0,71.0,76.9,53.1,61.5,259.0,382.0,67.8,3581.0,9.4,91.0,25.0,9.0,21.0,163.4,,,,,,22.0,1.0
997,Joe Southwick,MTN-WEST,2013.0,79.2,34.9,260.0,40.2,38.8,6.4,-7.3,2.3,80.2,63.1,61.9,50.0,78.4,151.0,208.0,72.6,1654.0,8.0,64.0,12.0,5.0,11.0,153.6,,,,,,2013.0,
998,Brendon Kay,American,2013.0,78.5,62.2,505.0,72.3,58.2,22.1,-11.4,3.4,78.3,55.5,57.1,61.1,22.4,262.0,395.0,66.3,3302.0,8.4,66.0,22.0,12.0,15.0,148.8,,,,,,0.0,
999,Tajh Boyd,ACC,2013.0,77.5,52.2,596.0,68.1,70.8,14.2,-20.4,3.4,71.3,80.9,74.0,79.5,44.8,283.0,413.0,68.5,3851.0,9.3,96.0,34.0,11.0,32.0,168.7,154.0,400.0,2.6,48.0,10.0,0.0,1.0
1000,James Franklin,SEC,2013.0,77.2,40.2,471.0,55.4,45.1,20.3,-14.1,3.9,70.8,82.5,78.4,76.9,50.1,198.0,319.0,62.1,2429.0,7.6,68.0,19.0,6.0,22.0,141.9,122.0,510.0,4.2,26.0,4.0,21.0,
1001,Taylor Kelly,PAC-12,2013.0,77.0,38.6,695.0,55.6,50.9,22.3,-21.1,3.7,64.1,79.7,77.0,71.9,53.8,302.0,484.0,62.4,3635.0,7.5,74.0,28.0,12.0,39.0,139.6,173.0,608.0,3.5,44.0,9.0,21.0,
1002,Derek Carr,MTN-WEST,2013.0,76.6,99.8,740.0,107.6,95.2,8.6,-6.9,10.6,80.2,61.8,70.1,51.3,39.0,453.0,659.0,68.7,5082.0,7.7,75.0,50.0,8.0,11.0,156.1,,,,,,0.0,1.0
1003,Taylor Heinicke,C-USA,2013.0,76.5,98.0,608.0,103.6,93.4,22.2,-12.3,0.1,84.2,30.8,67.2,9.3,50.4,340.0,486.0,70.0,4022.0,8.3,76.0,33.0,8.0,19.0,158.6,,,,,,0.0,
1004,Thomas Rees,ACC,2013.0,76.5,35.7,466.0,54.5,53.8,-0.2,-5.7,6.6,68.9,64.7,65.8,58.6,49.1,224.0,414.0,54.1,3257.0,7.9,82.0,27.0,13.0,8.0,135.4,,,,,,21.0,
1005,Sean Mannion,PAC-12,2013.0,75.9,51.9,692.0,70.7,87.7,-3.5,-16.9,3.3,68.5,65.1,69.5,57.2,41.5,400.0,603.0,66.3,4662.0,7.7,55.0,37.0,15.0,25.0,146.5,,,,,,22.0,1.0
1006,Rakeem Cato,C-USA,2013.0,75.8,73.4,649.0,85.1,77.0,17.8,-14.5,4.7,76.4,60.7,71.5,46.8,41.3,298.0,499.0,59.7,3916.0,7.8,58.0,39.0,9.0,25.0,147.8,,,,,,2013.0,
1007,J.W. Walsh,BIG12,2013.0,75.4,23.0,261.0,30.6,18.7,12.2,-2.3,2.0,71.4,82.3,69.9,84.5,45.9,113.0,190.0,59.5,1333.0,7.0,73.0,9.0,5.0,5.0,128.8,,,,,,2013.0,
1008,Marquise Williams,ACC,2013.0,75.1,29.1,361.0,36.7,23.8,15.2,-1.9,-0.5,69.8,64.2,63.0,61.7,44.4,126.0,217.0,58.1,1698.0,7.8,79.0,15.0,6.0,5.0,141.1,111.0,536.0,4.8,28.0,6.0,23.0,
1009,Anthony Boone,ACC,2013.0,74.8,26.0,412.0,40.1,33.8,12.3,-5.4,-0.9,65.8,61.7,59.5,54.8,64.1,206.0,322.0,64.0,2260.0,7.0,75.0,13.0,13.0,10.0,128.2,,,,,,20.0,
1010,Bo Wallace,SEC,2013.0,74.0,32.5,614.0,56.3,59.9,11.1,-15.1,0.4,63.4,68.4,64.2,68.9,39.0,283.0,437.0,64.8,3346.0,7.7,75.0,18.0,10.0,24.0,138.1,,,,,,22.0,
1011,B.J. Denker,PAC-12,2013.0,73.9,40.1,603.0,56.3,32.7,30.1,-11.5,5.0,66.6,69.6,65.1,70.8,36.7,233.0,381.0,61.2,2516.0,6.6,60.0,16.0,7.0,17.0,126.8,181.0,949.0,5.2,54.0,13.0,21.0,
1012,David Fales,MTN-WEST,2013.0,72.6,60.4,576.0,75.8,78.5,8.6,-12.2,0.9,74.8,41.5,62.8,25.3,46.8,312.0,487.0,64.1,4189.0,8.6,83.0,33.0,13.0,19.0,153.3,,,,,,20.0,1.0
1013,Nate Sudfeld,BIG10,2013.0,72.6,24.0,380.0,32.9,35.0,5.1,-7.9,0.9,65.8,49.5,73.5,26.3,53.8,194.0,322.0,60.2,2523.0,7.8,77.0,21.0,9.0,16.0,142.0,,,,,,22.0,1.0
1014,Shane Carden,American,2013.0,72.0,69.8,686.0,85.8,91.5,11.1,-21.0,4.2,74.2,60.1,65.3,52.6,42.1,387.0,549.0,70.5,4139.0,7.5,60.0,33.0,10.0,29.0,150.0,,,,,,0.0,
1015,Stephen Morris,ACC,2013.0,71.8,14.2,416.0,29.1,37.9,-0.7,-10.9,2.9,58.8,63.0,73.8,45.3,57.9,198.0,344.0,57.6,3028.0,8.8,84.0,21.0,12.0,15.0,144.7,,,,,,23.0,
1016,Connor Cook,BIG10,2013.0,71.8,26.7,478.0,47.1,52.6,2.5,-12.5,4.5,64.1,75.7,54.6,85.2,53.5,223.0,380.0,58.7,2755.0,7.3,87.0,22.0,6.0,16.0,135.5,,,,,,0.0,1.0
1017,Keith Wenning,MAC,2013.0,71.6,67.4,585.0,82.7,86.8,-0.8,-10.0,6.7,76.8,56.6,63.1,45.0,56.4,319.0,498.0,64.1,4148.0,8.3,75.0,35.0,7.0,13.0,154.4,,,,,,18.0,1.0
1018,Jordan Lynch,MAC,2013.0,70.6,74.7,734.0,99.3,49.6,56.6,-5.4,-1.5,74.2,57.9,69.2,47.8,34.7,253.0,404.0,62.6,2892.0,7.2,66.0,24.0,8.0,11.0,138.4,292.0,1920.0,6.6,61.0,23.0,0.0,
1019,Taysom Hill,ACC,2013.0,70.3,33.4,737.0,59.9,31.4,53.5,-25.4,0.6,61.5,32.1,23.7,53.4,42.2,236.0,438.0,53.9,2938.0,6.7,60.0,19.0,14.0,37.0,118.2,246.0,1344.0,5.5,68.0,10.0,21.0,
1020,Matt Quinn Johnson,MAC,2013.0,69.4,49.3,531.0,63.9,72.9,11.9,-21.9,0.8,72.4,66.7,63.4,55.6,73.4,237.0,369.0,64.2,3467.0,9.4,92.0,25.0,7.0,39.0,161.7,,,,,,2013.0,
1021,P.J. Walker,American,2013.0,69.4,29.1,361.0,39.0,38.4,8.7,-9.8,1.7,69.8,35.3,51.7,26.9,46.3,152.0,250.0,60.8,2084.0,8.3,75.0,20.0,8.0,23.0,150.8,,,,,,20.0,
1022,Ross Metheny,SUN-BELT,2013.0,69.3,45.0,484.0,59.4,50.4,14.8,-9.1,3.6,72.4,39.5,47.2,39.0,39.7,201.0,324.0,62.0,2622.0,8.1,65.0,15.0,7.0,13.0,141.0,132.0,604.0,4.6,63.0,10.0,0.0,
1023,Cody Fajardo,MTN-WEST,2013.0,68.6,49.5,534.0,64.4,55.5,23.1,-14.7,0.8,72.4,39.0,54.1,26.1,55.6,243.0,358.0,67.9,2668.0,7.5,61.0,13.0,3.0,21.0,140.8,141.0,621.0,4.4,68.0,8.0,0.0,
1024,Philip Nelson,BIG10,2013.0,68.5,12.7,292.0,23.5,21.9,11.3,-10.5,0.7,61.1,55.3,48.2,54.7,66.6,94.0,186.0,50.5,1306.0,7.0,50.0,9.0,6.0,14.0,119.0,,,,,,21.0,
1025,Cody Kessler,PAC-12,2013.0,68.4,15.4,440.0,30.8,44.9,6.8,-20.7,-0.4,59.0,75.8,57.4,81.8,56.0,236.0,361.0,65.4,2968.0,8.2,80.0,20.0,7.0,30.0,148.8,,,,,,22.0,1.0
1026,Keith Price,PAC-12,2013.0,68.2,18.5,471.0,35.1,49.2,2.4,-15.5,-1.0,60.1,76.8,71.2,71.6,56.0,233.0,352.0,66.2,2966.0,8.4,70.0,21.0,6.0,28.0,153.2,,,,,,0.0,
1027,Devin Gardner,BIG10,2013.0,67.5,17.4,547.0,41.0,52.7,6.1,-25.5,7.2,58.2,59.9,53.8,62.7,48.8,208.0,345.0,60.3,2960.0,8.6,84.0,21.0,11.0,34.0,146.1,165.0,483.0,2.9,36.0,11.0,0.0,
1028,Jake Waters,BIG12,2013.0,67.2,17.6,409.0,30.2,46.1,-3.0,-13.5,0.6,61.0,72.4,74.2,62.9,50.1,159.0,260.0,61.2,2469.0,9.5,90.0,18.0,9.0,23.0,156.8,,,,,,23.0,
1029,Blake Bell,BIG12,2013.0,66.9,3.4,334.0,15.8,25.4,-5.5,-5.7,1.4,52.7,76.4,71.7,70.0,58.5,140.0,233.0,60.1,1648.0,7.1,82.0,12.0,5.0,11.0,132.2,,,,,,23.0,1.0
1030,Case McCoy,BIG12,2013.0,65.5,2.8,394.0,18.4,13.5,3.5,-6.0,7.4,51.8,66.8,54.9,70.2,56.8,187.0,329.0,56.8,1933.0,5.9,65.0,11.0,13.0,10.0,109.3,,,,,,0.0,
1031,Nathan Scheelhaase,BIG10,2013.0,65.1,22.7,581.0,41.5,50.0,12.4,-19.6,-1.2,60.0,40.0,56.0,30.1,46.1,287.0,430.0,66.7,3272.0,7.6,72.0,21.0,13.0,28.0,140.7,,,,,,0.0,
1032,Bryn Renner,ACC,2013.0,64.4,10.5,303.0,19.9,27.2,-1.1,-8.6,2.4,58.9,64.2,63.0,61.7,44.4,152.0,231.0,65.8,1765.0,7.6,59.0,10.0,5.0,16.0,139.9,,,,,,0.0,
1033,Tom Savage,ACC,2013.0,64.2,13.7,508.0,32.0,52.2,4.5,-27.1,2.3,57.0,56.7,54.5,60.9,37.7,238.0,389.0,61.2,2958.0,7.6,69.0,21.0,9.0,43.0,138.2,,,,,,0.0,1.0
1034,Terrance Broadway,SUN-BELT,2013.0,63.8,30.1,427.0,43.0,41.5,11.7,-13.6,3.3,67.5,44.9,53.8,38.0,50.7,166.0,266.0,62.4,2419.0,9.1,80.0,19.0,12.0,22.0,153.3,131.0,442.0,3.4,26.0,8.0,2013.0,
1035,Corey Robinson,SUN-BELT,2013.0,63.3,34.4,488.0,50.3,65.4,-0.3,-15.1,0.2,67.5,30.9,51.3,17.9,55.2,285.0,421.0,67.7,3219.0,7.6,64.0,20.0,9.0,19.0,143.3,,,,,,0.0,
1036,Jake Rudock,BIG10,2013.0,63.0,9.5,439.0,28.0,29.9,8.7,-10.2,-0.5,55.6,64.7,43.0,81.0,42.3,204.0,346.0,59.0,2383.0,6.9,85.0,18.0,13.0,14.0,126.5,,,,,,2013.0,1.0
1037,Garrett Gilbert,American,2013.0,62.8,35.2,623.0,52.2,52.4,18.5,-19.1,0.1,64.3,39.1,42.5,40.8,47.0,335.0,504.0,66.5,3528.0,7.0,79.0,21.0,7.0,26.0,136.2,,,,,,2013.0,1.0
1038,Grant Rohach,BIG12,2013.0,62.4,-5.5,260.0,4.7,11.1,0.3,-6.1,-1.3,44.6,44.4,44.0,45.6,53.6,110.0,191.0,57.6,1208.0,6.3,62.0,8.0,7.0,16.0,117.2,,,,,,20.0,
1039,Jalen Whitlow,SEC,2013.0,62.2,-2.3,287.0,8.3,5.0,14.3,-9.8,-1.2,47.9,32.7,43.0,29.7,49.3,98.0,159.0,61.6,1033.0,6.5,53.0,5.0,5.0,17.0,120.3,107.0,457.0,4.3,88.0,6.0,2013.0,
1040,Terrel Hunt,ACC,2013.0,62.0,10.3,412.0,25.2,9.6,24.5,-6.9,-2.0,56.5,48.0,39.9,56.4,52.6,167.0,273.0,61.2,1638.0,6.0,65.0,10.0,8.0,14.0,117.8,106.0,500.0,4.7,29.0,7.0,0.0,
1041,Grant Hedrick,MTN-WEST,2013.0,61.6,19.9,329.0,25.6,27.5,7.4,-9.0,-0.2,65.2,63.1,61.9,50.0,78.4,167.0,242.0,69.0,1825.0,7.5,85.0,16.0,5.0,15.0,150.0,,,,,,22.0,
1042,Keenan Reynolds,American,2013.0,61.1,34.3,448.0,49.7,17.1,41.4,-11.4,2.6,68.9,57.2,69.5,37.1,65.3,68.0,128.0,53.1,1057.0,8.3,63.0,8.0,2.0,15.0,140.0,300.0,1346.0,4.5,67.0,31.0,21.0,1.0
1043,Connor Halliday,PAC-12,2013.0,60.6,-6.9,806.0,26.2,47.8,-2.0,-22.1,2.5,47.8,61.2,54.8,63.7,48.6,449.0,714.0,62.9,4597.0,6.4,72.0,34.0,22.0,31.0,126.5,,,,,,22.0,
1044,Joel Stave,BIG10,2013.0,60.2,1.5,408.0,16.8,33.2,-6.4,-10.0,0.2,51.0,79.4,71.9,78.4,47.1,208.0,336.0,61.9,2494.0,7.4,65.0,22.0,13.0,16.0,138.1,,,,,,0.0,
1045,Trevor Siemian,BIG10,2013.0,60.0,5.4,360.0,19.9,30.6,1.2,-11.8,0.0,53.9,53.6,45.1,61.5,47.1,178.0,298.0,59.7,2149.0,7.2,67.0,11.0,9.0,19.0,126.4,,,,,,21.0,1.0
1046,Brett Smith,MTN-WEST,2013.0,59.6,46.0,628.0,56.9,44.6,22.7,-12.8,2.2,68.2,30.4,50.8,26.1,26.0,293.0,467.0,62.7,3375.0,7.2,93.0,29.0,11.0,25.0,139.2,125.0,573.0,4.6,74.0,4.0,18.0,
1047,Chase Rettig,ACC,2013.0,59.5,1.8,350.0,16.2,27.4,2.6,-13.2,-0.7,51.3,52.6,56.6,46.3,56.0,162.0,263.0,61.6,1995.0,7.6,74.0,17.0,8.0,23.0,140.6,,,,,,0.0,
1048,Caleb Herring,MTN-WEST,2013.0,59.4,45.7,557.0,60.3,60.5,11.7,-15.7,3.9,70.1,37.4,48.3,37.6,30.0,256.0,405.0,63.2,2718.0,6.7,63.0,24.0,5.0,24.0,136.7,,,,,,0.0,
1049,Brandon Allen,SEC,2013.0,59.3,-3.4,320.0,9.4,10.9,2.6,-5.2,1.2,47.2,42.6,48.6,38.2,55.3,128.0,258.0,49.6,1552.0,6.0,52.0,13.0,10.0,7.0,109.0,,,,,,19.0,1.0
1050,Christian Hackenberg,BIG10,2013.0,58.3,12.7,493.0,31.6,43.0,-3.3,-14.8,6.7,56.6,51.0,39.0,67.0,37.8,231.0,392.0,58.9,2955.0,7.5,68.0,20.0,10.0,21.0,134.0,,,,,,0.0,1.0
1051,Travis Wilson,PAC-12,2013.0,57.7,-11.8,348.0,4.6,1.4,13.8,-11.1,0.6,41.3,63.7,51.7,65.1,64.6,133.0,237.0,56.1,1827.0,7.7,80.0,16.0,16.0,16.0,129.7,,,,,,0.0,
1052,C.J. Brown,BIG10,2013.0,57.6,6.0,446.0,22.2,24.2,11.5,-14.1,0.6,53.5,51.0,38.3,61.8,50.5,166.0,282.0,58.9,2242.0,7.9,66.0,13.0,7.0,21.0,135.9,140.0,576.0,4.1,64.0,12.0,2013.0,
1053,Sefo Liufau,PAC-12,2013.0,57.1,-6.5,319.0,6.1,15.0,-4.1,-7.2,2.3,44.8,37.6,37.2,49.7,29.3,149.0,251.0,59.4,1779.0,7.1,75.0,12.0,8.0,10.0,128.3,,,,,,0.0,
1054,Baker Mayfield,BIG12,2013.0,56.8,-3.0,459.0,14.9,30.1,-3.4,-13.1,1.4,48.3,62.2,66.3,57.8,34.4,218.0,340.0,64.1,2315.0,6.8,60.0,12.0,9.0,24.0,127.7,,,,,,0.0,1.0
1055,Eric Soza,C-USA,2013.0,56.7,15.7,518.0,31.8,23.9,13.1,-7.2,2.1,57.8,41.1,49.0,43.5,28.8,236.0,377.0,62.6,2719.0,7.2,67.0,12.0,11.0,15.0,127.8,,,,,,0.0,
1056,Adam Kennedy,SUN-BELT,2013.0,56.7,15.9,504.0,33.7,41.1,12.9,-17.3,-3.1,58.1,40.3,42.4,34.7,71.1,218.0,315.0,69.2,2363.0,7.5,80.0,11.0,6.0,28.0,139.9,153.0,524.0,3.4,28.0,4.0,0.0,
